Date/Time To,Date/Time To(New),App Registrations,Total_reg,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Scan and manual Usage_perday,Active Devices,Bluetooth Active (24hr),Sca/manual/blutoo Total usagePerday,Avg scans per Avtive divices,Avg manual entries per Avtive Device,Scans per Active device,Manual entry per active device,Active device/Cumulative registrations,Bluetooth active/cumulative registrations
20/05/2020 12:00,5/20/2020,92595,92595,,,1407,0,1407,,,1407,,,,,,
21/05/2020 12:00,5/21/2020,143405,236000,5800,11411,11411,0,11411,,,11411,,,,,,
22/05/2020 12:00,5/22/2020,57000,293000,4892,23561,23561,0,23561,,,23561,,,,,,
23/05/2020 12:00,5/23/2020,31000,324000,1528,30275,30275,0,30275,,,30275,,,,,,
24/05/2020 12:00,5/24/2020,30000,354000,,,31444,0,31444,,,31444,,,,,,
25/05/2020 12:00,5/25/2020,26000,380000,,,29426,0,29426,,,29426,,,,,,
26/05/2020 12:00,5/26/2020,25000,405000,3330,,31629,0,31629,,,31629,,,,,,
27/05/2020 12:00,5/27/2020,17000,422000,1510,,36794,0,36794,,,36794,,,,,,
28/05/2020 12:00,5/28/2020,14000,436000,1200,,39216,0,39216,,,39216,,,,,,
29/05/2020 12:00,5/29/2020,10000,446000,1270,,43473,0,43473,,,43473,,,,,,
30/05/2020 12:00,5/30/2020,12000,458000,,,48091,0,48091,,,48091,,,,,,
31/05/2020 12:00,5/31/2020,10000,468000,1097,10679,51353,0,51353,,,51353,,,,,,
1/6/2020 12:00,6/1/2020,8000,476000,,,41061,0,41061,,,41061,,,,,,
2/6/2020 12:00,6/2/2020,6000,482000,588,301,41382,0,41382,,,41382,,,,,,
3/6/2020 12:00,6/3/2020,5000,487000,2797,,39801,0,39801,,,39801,,,,,,
4/6/2020 12:00,6/4/2020,8000,495000,,,43562,0,43562,,,43562,,,,,,
5/6/2020 12:00,6/5/2020,6000,501000,8061,4805,45368,0,45368,,,45368,,,,,,
6/6/2020 12:00,6/6/2020,10645,511645,,,49272,0,49272,,,49272,,,,,,
7/6/2020 12:00,6/7/2020,5355,517000,,,50110,0,50110,,,50110,,,,,,
8/6/2020 12:00,6/8/2020,5000,522000,5431,2722,47585,0,47585,,,47585,,,,,,
9/6/2020 12:00,6/9/2020,13000,535000,3199,1227,43688,0,43688,,,43688,,,,,,
10/6/2020 12:00,6/10/2020,6000,541000,2619,805,41358,0,41358,,,41358,,,,,,
11/6/2020 12:00,6/11/2020,5000,546000,1778,368,40404,0,40404,,,40404,,,,,,
12/6/2020 12:00,6/12/2020,4000,550000,1600,193,36798,0,36798,,,36798,,,,,,
13/06/2020 12:00,6/13/2020,2000,552000,777,330,30559,0,30559,,,30559,,,,,,
14/06/2020 12:00,6/14/2020,2000,554000,358,171,26429,0,26429,,,26429,,,,,,
15/06/2020 12:00,6/15/2020,3000,557000,1038,435,26643,0,26643,,,26643,,,,,,
16/06/2020 12:00,6/16/2020,1000,558000,3480,1877,27261,0,27261,,,27261,,,,,,
17/06/2020 12:00,6/17/2020,4000,562000,4199,1729,33006,0,33006,,,33006,,,,,,
18/06/2020 12:00,6/18/2020,3000,565000,3136,975,35471,0,35471,,,35471,,,,,,
19/06/2020 12:00,6/19/2020,4000,569000,2491,815,34190,0,34190,,,34190,,,,,,
20/06/2020 12:00,6/20/2020,2000,571000,878,352,24013,0,24013,,,24013,,,,,,
21/06/2020 12:00,6/21/2020,2000,573000,103,61,15886,0,15886,,,15886,,,,,,
22/06/2020 12:00,6/22/2020,3000,576000,516,180,18052,0,18052,,,18052,,,,,,
23/06/2020 12:00,6/23/2020,1000,577000,10081,259,19599,0,19599,,,19599,,,,,,
24/06/2020 12:00,6/24/2020,2000,579000,790,212,19163,0,19163,12169,,19163,1.574739091,,1.574739091,0,0.021017271,
25/06/2020 12:00,6/25/2020,1000,580000,284,118,17780,0,17780,13146,,17780,1.352502662,,1.352502662,0,0.022665517,
26/06/2020 12:00,6/26/2020,1000,581000,316,97,16174,0,16174,11988,,16174,1.349182516,,1.349182516,0,0.020633391,
27/06/2020 12:00,6/27/2020,1000,582000,138,58,12096,0,12096,9009,,12096,1.342657343,,1.342657343,0,0.015479381,
28/06/2020 12:00,6/28/2020,1000,583000,31,19,9925,0,9925,7329,,9925,1.354209305,,1.354209305,0,0.012571184,
29/06/2020 12:00,6/29/2020,1000,584000,,,11887,0,11887,9336,,11887,1.273243359,,1.273243359,0,0.015986301,
30/06/2020 12:00,6/30/2020,1000,585000,460,189,12878,0,12878,9692,,12878,1.328724721,,1.328724721,0,0.016567521,
1/7/2020 12:00,7/1/2020,1000,586000,150,48,12917,0,12917,9676,,12917,1.33495246,,1.33495246,0,0.016511945,
2/7/2020 12:00,7/2/2020,1000,587000,228,87,12244,0,12244,9175,,12244,1.334495913,,1.334495913,0,0.015630324,
3/7/2020 12:00,7/3/2020,500,587500,97,41,13197,0,13197,8867,,13197,1.488327506,,1.488327506,0,0.015092766,
4/7/2020 12:00,7/4/2020,500,588000,61,28,9985,0,9985,6838,,9985,1.460222287,,1.460222287,0,0.011629252,
5/7/2020 12:00,7/5/2020,800,588800,25,13,7966,0,7966,5399,,7966,1.475458418,,1.475458418,0,0.009169497,
6/7/2020 12:00,7/6/2020,1000,589800,,,12549,0,12549,6842,,12549,1.834112833,,1.834112833,0,0.011600543,
7/7/2020 12:00,7/7/2020,1200,591000,753,108,13758,0,13758,7153,,13758,1.923388788,,1.923388788,0,0.012103215,
8/7/2020 12:00,7/8/2020,1000,592000,134,33,14857,0,14857,7330,,14857,2.026875853,,2.026875853,0,0.012381757,
9/7/2020 12:00,7/9/2020,1000,593000,131,46,16310,0,16310,7528,,16310,2.166578108,,2.166578108,0,0.012694772,
10/7/2020 12:00,7/10/2020,700,593700,104,52,17564,0,17564,7491,,17564,2.344680283,,2.344680283,0,0.012617484,
11/7/2020 12:00,7/11/2020,900,594600,,,14737,0,14737,6039,,14737,2.440304686,,2.440304686,0,0.010156408,
12/7/2020 12:00,7/12/2020,1100,595700,,,12079,0,12079,4800,,12079,2.516458333,,2.516458333,0,0.008057747,
13/07/2020 12:00,7/13/2020,1300,597000,105,58,14403,0,14403,5982,,14403,2.40772317,,2.40772317,0,0.010020101,
14/07/2020 12:00,7/14/2020,1650,598650,,,17100,0,17100,6959,,17100,2.457249605,,2.457249605,0,0.011624488,
15/07/2020 12:00,7/15/2020,2000,600650,364,156,18663,0,18663,7156,,18663,2.608021241,,2.608021241,0,0.01191376,
16/07/2020 12:00,7/16/2020,11000,611650,882,431,25718,0,25718,9937,,25718,2.588105062,,2.588105062,0,0.016246219,
17/07/2020 12:00,7/17/2020,4500,616150,682,357,31928,0,31928,11907,,31928,2.681447888,,2.681447888,0,0.01932484,
18/07/2020 12:00,7/18/2020,4300,620450,,,27266,0,27266,9746,,27266,2.797660579,,2.797660579,0,0.015707954,
19/07/2020 12:00,7/19/2020,4100,624550,,,22252,0,22252,7823,,22252,2.844433082,,2.844433082,0,0.012525819,
20/07/2020 12:00,7/20/2020,3900,628450,411,225,24047,0,24047,8916,,24047,2.697061463,,2.697061463,0,0.014187286,
21/07/2020 12:00,7/21/2020,900,629350,227,111,25078,0,25078,9135,,25078,2.745265463,,2.745265463,0,0.014514976,
22/07/2020 12:00,7/22/2020,900,630250,188,88,23686,0,23686,8730,,23686,2.713172967,,2.713172967,0,0.013851646,
23/07/2020 12:00,7/23/2020,800,631050,145,83,24162,0,24162,17791,,24162,1.358102411,,1.358102411,0,0.028192695,
24/07/2020 12:00,7/24/2020,800,631850,206,87,24078,0,24078,17615,,24078,1.366903207,,1.366903207,0,0.027878452,
25/07/2020 12:00,7/25/2020,933,632783,,,21129,0,21129,15500,,21129,1.36316129,,1.36316129,0,0.024494969,
26/07/2020 12:00,7/26/2020,1066,633849,,,17980,0,17980,13074,,17980,1.375248585,,1.375248585,0,0.020626364,
27/07/2020 12:00,7/27/2020,1199,635048,120,60,20091,0,20091,15041,,20091,1.335748953,,1.335748953,0,0.023684824,
28/07/2020 12:00,7/28/2020,500,635548,108,51,21466,0,21466,15722,,21466,1.36534792,,1.36534792,0,0.024737707,
29/07/2020 12:00,7/29/2020,500,636048,151,47,22036,5,22041,16139,,22041,1.36538819,,1.36538819,0.000309809,0.025373871,
30/07/2020 12:00,7/30/2020,400,636448,1239,36,22130,28,22158,16060,,22158,1.377957659,,1.377957659,0.001743462,0.025233798,
31/07/2020 12:00,7/31/2020,1000,637448,121,41,21105,3591,24696,15269,,24696,1.382212326,,1.382212326,0.235182396,0.023953326,
1/8/2020 12:00,8/1/2020,2000,639448,,,17475,6226,23701,12434,,23701,1.405420621,,1.405420621,0.500723822,0.019444896,
2/8/2020 12:00,8/2/2020,3000,642448,,,16428,7922,24350,11466,,24350,1.432757718,,1.432757718,0.690912262,0.017847359,
3/8/2020 12:00,8/3/2020,4000,646448,252,137,19402,6866,26268,13905,,26268,1.395325423,,1.395325423,0.493779216,0.021509851,
4/8/2020 12:00,8/4/2020,1500,647948,269,96,21568,7493,29061,15135,,29061,1.425041295,,1.425041295,0.495077635,0.023358356,
5/8/2020 12:00,8/5/2020,2800,650748,408,205,25254,10269,35523,17702,,35523,1.426618461,,1.426618461,0.580103943,0.027202542,
6/8/2020 12:00,8/6/2020,6400,657148,942,542,32169,28747,60916,22353,,60916,1.439135686,,1.439135686,1.286046616,0.034015169,
7/8/2020 12:00,8/7/2020,4300,661448,1945,456,37806,22672,60478,25533,,60478,1.480672071,,1.480672071,0.887948929,0.038601674,
8/8/2020 12:00,8/8/2020,4533,665981,,,33790,18862,52652,22898,,52652,1.475674731,,1.475674731,0.823740065,0.034382362,
9/8/2020 12:00,8/9/2020,4767,670748,,,29357,16784,46141,19825,,46141,1.480807062,,1.480807062,0.846607818,0.029556555,
10/8/2020 12:00,8/10/2020,5000,675748,703,342,30662,14713,45375,21764,,45375,1.408840287,,1.408840287,0.676024628,0.032207273,
11/8/2020 12:00,8/11/2020,1600,677348,664,189,33283,14842,48125,23030,,48125,1.445201911,,1.445201911,0.644463743,0.034000248,
12/8/2020 12:00,8/12/2020,105000,782348,13932,7486,147710,127453,275163,101234,,275163,1.459094771,,1.459094771,1.258994014,0.129397659,
13/08/2020 12:00,8/13/2020,233200,1015548,37295,19916,452631,190504,643135,247810,,643135,1.826524353,,1.826524353,0.768750252,0.244016039,
14/08/2020 12:00,8/14/2020,186600,1202148,32736,15423,833260,180634,1013894,394899,,1013894,2.110058521,,2.110058521,0.457418226,0.328494495,
15/08/2020 12:00,8/15/2020,130400,1332548,14926,6351,982392,156551,1138943,447043,,1138943,2.197533571,,2.197533571,0.350192263,0.335479848,
16/08/2020 12:00,8/16/2020,71000,1403548,7025,2656,897798,102839,1000637,412493,,1000637,2.176516935,,2.176516935,0.249310897,0.293893048,
17/08/2020 12:00,8/17/2020,68100,1471648,16761,7762,977504,101103,1078607,481598,,1078607,2.029709426,,2.029709426,0.20993235,0.32725081,
18/08/2020 12:00,8/18/2020,56700,1528348,23831,7749,1130833,96371,1227204,530093,,1227204,2.133272841,,2.133272841,0.181800175,0.34684051,
19/08/2020 12:00,8/19/2020,57100,1585448,32040,5890,1242880,97203,1340083,564225,,1340083,2.202809163,,2.202809163,0.172277017,0.355877329,
20/08/2020 12:00,8/20/2020,70400,1655848,26187,6142,1433010,95562,1528572,627665,,1528572,2.283080943,,2.283080943,0.152250006,0.379059551,
21/08/2020 12:00,8/21/2020,48100,1703948,11226,2713,1596663,84634,1681297,662617,,1681297,2.409631808,,2.409631808,0.127726877,0.388871609,
22/08/2020 12:00,8/22/2020,37400,1741348,5668,1305,1613507,78320,1691827,693138,,1691827,2.327829379,,2.327829379,0.112993372,0.398046801,
23/08/2020 12:00,8/23/2020,32000,1773348,1489,439,1427232,65951,1493183,631204,,1493183,2.261126355,,2.261126355,0.104484446,0.355939161,
24/08/2020 12:00,8/24/2020,31300,1804648,5130,1400,1418604,63703,1482307,664918,,1482307,2.133502176,,2.133502176,0.095805799,0.368447476,
25/08/2020 12:00,8/25/2020,44600,1849248,4991,977,1537358,69445,1606803,701100,,1606803,2.192779917,,2.192779917,0.099051491,0.379127083,
26/08/2020 12:00,8/26/2020,28700,1877948,4062,712,1647284,65433,1712717,740358,,1712717,2.224983049,,2.224983049,0.088380216,0.394237753,
27/08/2020 12:00,8/27/2020,34400,1912348,3681,731,1748983,68143,1817126,773863,,1817126,2.260067997,,2.260067997,0.088055638,0.40466641,
28/08/2020 12:00,8/28/2020,25400,1937748,5640,634,1801840,62210,1864050,786779,,1864050,2.290147551,,2.290147551,0.079069218,0.406027512,
29/08/2020 12:00,8/29/2020,10700,1948448,1325,122,1852067,58141,1910208,800732,,1910208,2.312967385,,2.312967385,0.072609812,0.410958876,
30/08/2020 12:00,8/30/2020,21700,1970148,1249,229,1590729,47831,1638560,713879,,1638560,2.228289388,,2.228289388,0.067001551,0.362347905,
31/08/2020 12:00,8/31/2020,45500,2015648,6082,1866,1772205,60868,1833073,830505,,1833073,2.133888417,,2.133888417,0.073290347,0.412028787,
1/9/2020 12:00,9/1/2020,36500,2052148,2079,403,2138805,75429,2214234,909813,,2214234,2.350818245,,2.350818245,0.082906048,0.443346679,
2/9/2020 12:00,9/2/2020,27400,2079548,6262,996,2184485,71267,2255752,926782,,2255752,2.357064552,,2.357064552,0.076897264,0.445665116,
3/9/2020 12:00,9/3/2020,23700,2103248,3111,482,2318593,71561,2390154,966795,,2390154,2.398226098,,2.398226098,0.074018794,0.459667619,
4/9/2020 12:00,9/4/2020,20000,2123248,2794,397,2412844,67715,2480559,980014,,2480559,2.462050542,,2.462050542,0.069095952,0.461563604,
5/9/2020 12:00,9/5/2020,12800,2136048,684,84,2509474,67834,2577308,999525,,2577308,2.510666567,,2.510666567,0.067866236,0.4679319,
6/9/2020 12:00,9/6/2020,18600,2154648,740,139,2234450,55398,2289848,906369,,2289848,2.465276284,,2.465276284,0.061120802,0.420657574,
7/9/2020 12:00,9/7/2020,20200,2174848,1840,348,2032976,52677,2085653,906313,,2085653,2.243127926,,2.243127926,0.058122304,0.416724755,
8/9/2020 12:00,9/8/2020,10900,2185748,2136,243,2070586,51374,2121960,912710,,2121960,2.268613251,,2.268613251,0.05628732,0.417573298,
9/9/2020 12:00,9/9/2020,10400,2196148,1674,199,2098306,55721,2154027,916476,,2154027,2.289537315,,2.289537315,0.060799192,0.417310673,
10/9/2020 12:00,9/10/2020,10600,2206748,1494,184,2135028,62424,2197452,920990,,2197452,2.318188037,,2.318188037,0.067779238,0.417351687,
11/9/2020 12:00,9/11/2020,9400,2216148,1611,179,2215550,57151,2272701,939965,,2272701,2.357055848,,2.357055848,0.0608012,0.424143604,
12/9/2020 12:00,9/12/2020,4000,2220148,358,41,2045689,52898,2098587,870464,,2098587,2.350113273,,2.350113273,0.060769888,0.392074763,
13/09/2020 12:00,9/13/2020,8700,2228848,470,56,1754619,43056,1797675,753980,,1797675,2.32714263,,2.32714263,0.057104963,0.338282377,
14/09/2020 12:00,9/14/2020,10918,2239766,1131,207,1632116,44914,1677030,743107,,1677030,2.1963405,,2.1963405,0.060440825,0.331778855,
15/09/2020 12:00,9/15/2020,7282,2247048,1590,155,1590246,46355,1636601,721328,,1636601,2.204608722,,2.204608722,0.064263414,0.321011389,
16/09/2020 12:00,9/16/2020,6400,2253448,3160,119,1691339,44207,1735546,747640,,1735546,2.262237173,,2.262237173,0.059128725,0.331776016,
17/09/2020 12:00,9/17/2020,6100,2259548,2153,138,1727466,44431,1771897,755486,,1771897,2.286562557,,2.286562557,0.058811149,0.334352711,
18/09/2020 12:00,9/18/2020,5400,2264948,1248,102,1727667,43431,1771098,747912,,1771098,2.309987004,,2.309987004,0.058069666,0.330211555,
19/09/2020 12:00,9/19/2020,0,2264948,0,0,1717666,38983,1756649,735822,,1756649,2.334349884,,2.334349884,0.052978845,0.324873684,
20/09/2020 12:00,9/20/2020,0,2264948,0,0,1540277,32678,1572955,666502,,1572955,2.310986314,,2.310986314,0.04902911,0.294268124,
21/09/2020 12:00,9/21/2020,14500,2279448,1723,172,1441941,33814,1475755,672636,,1475755,2.143716661,,2.143716661,0.050270875,0.295087232,
22/09/2020 12:00,9/22/2020,3800,2283248,982,100,1342915,34714,1377629,634998,,1377629,2.114833433,,2.114833433,0.054667889,0.278111708,
23/09/2020 12:00,9/23/2020,3200,2286448,893,86,1182756,34300,1217056,567223,,1217056,2.085169325,,2.085169325,0.060470044,0.248080429,
24/09/2020 12:00,9/24/2020,3400,2289848,915,77,1160026,34974,1195000,555593,,1195000,2.087906075,,2.087906075,0.062948957,0.242633135,
25/09/2020 12:00,9/25/2020,13000,2302848,987,81,1190228,41140,1231368,554380,,1231368,2.146953353,,2.146953353,0.074209026,0.240736688,
26/09/2020 12:00,9/26/2020,11667,2314515,,,1222927,40585,1263512,556310,,1263512,2.198283331,,2.198283331,0.072953929,0.240357051,
27/09/2020 13:00,9/27/2020,10333,2324848,,,1068555,33305,1101860,484371,,1101860,2.20606725,,2.20606725,0.068759277,0.208345234,
28/09/2020 13:00,9/28/2020,9000,2333848,1664,180,1000147,30202,1030349,480492,,1030349,2.08150604,,2.08150604,0.062856406,0.205879732,
29/09/2020 13:00,9/29/2020,2300,2336148,866,68,1000691,30455,1031146,476854,,1031146,2.098527012,,2.098527012,0.063866508,0.204119773,
30/09/2020 13:00,9/30/2020,2000,2338148,1469,92,1032553,31246,1063799,488171,,1063799,2.115146127,,2.115146127,0.06400626,0.208785329,
1/10/2020 13:00,10/1/2020,2000,2340148,1067,62,1033510,31190,1064700,486281,,1064700,2.12533494,,2.12533494,0.06413987,0.20779925,
2/10/2020 13:00,10/2/2020,2000,2342148,906,66,1048062,31816,1079878,483427,,1079878,2.167983998,,2.167983998,0.065813453,0.206403267,
3/10/2020 13:00,10/3/2020,900,2343048,237,27,1018803,30267,1049070,465220,,1049070,2.189938094,,2.189938094,0.065059542,0.198553337,
4/10/2020 13:00,10/4/2020,1800,2344848,298,26,865691,25454,891145,411990,,891145,2.101242749,,2.101242749,0.061783053,0.175700088,
5/10/2020 13:00,10/5/2020,2800,2347648,983,66,879492,26468,905960,430658,,905960,2.042205184,,2.042205184,0.061459441,0.183442322,
6/10/2020 13:00,10/6/2020,2000,2349648,991,52,930897,30458,961355,445183,,961355,2.091043459,,2.091043459,0.068416808,0.189467954,
7/10/2020 13:00,10/7/2020,1100,2350748,812,56,931101,27730,958831,443542,,958831,2.099239756,,2.099239756,0.062519446,0.18868122,
8/10/2020 13:00,10/8/2020,1400,2352148,716,34,883396,27980,911376,424193,,911376,2.082533187,,2.082533187,0.065960542,0.180342819,
9/10/2020 13:00,10/9/2020,1300,2353448,919,55,850358,28162,878520,405512,,878520,2.096998363,,2.096998363,0.069448006,0.172305485,
10/10/2020 13:00,10/10/2020,1400,2354848,199,14,813489,26862,840351,389153,,840351,2.090409171,,2.090409171,0.069026835,0.165256101,
11/10/2020 13:00,10/11/2020,700,2355548,199,25,661262,21871,683133,336633,,683133,1.964340989,,1.964340989,0.064969863,0.142910694,
12/10/2020 13:00,10/12/2020,900,2356448,725,61,651149,23011,674160,341519,,674160,1.906625986,,1.906625986,0.067378389,0.144929572,
13/10/2020 13:00,10/13/2020,900,2357348,726,54,648436,23830,672266,334891,,672266,1.936259858,,1.936259858,0.071157481,0.142062606,
14/10/2020 13:00,10/14/2020,800,2358148,632,40,686069,24264,710333,346758,,710333,1.978523927,,1.978523927,0.069973872,0.14704675,
15/10/2020 13:00,10/15/2020,800,2358948,712,57,667017,23931,690948,338603,,690948,1.969908713,,1.969908713,0.070675688,0.143539832,
16/10/2020 13:00,10/16/2020,700,2359648,678,40,664618,23301,687919,335379,,687919,1.981692354,,1.981692354,0.069476622,0.142130945,
17/10/2020 13:00,10/17/2020,600,2360248,115,3,685962,22723,708685,351370,,708685,1.952249765,,1.952249765,0.064669721,0.148869949,
18/10/2020 13:00,10/18/2020,700,2360948,259,22,507842,17751,525593,276278,,525593,1.838155771,,1.838155771,0.064250501,0.117019943,
19/10/2020 13:00,10/19/2020,1200,2362148,651,42,531196,27172,558368,285026,,558368,1.863675595,,1.863675595,0.095331654,0.120663904,
20/10/2020 13:00,10/20/2020,600,2362748,673,50,571880,23079,594959,297398,,594959,1.92294501,,1.92294501,0.077603077,0.125869538,
21/10/2020 13:00,10/21/2020,700,2363448,610,45,589864,23386,613250,302897,,613250,1.947407865,,1.947407865,0.077207764,0.128158944,
22/10/2020 13:00,10/22/2020,1500,2364948,940,53,659087,34105,693192,331599,,693192,1.987602496,,1.987602496,0.102850129,0.140214077,
23/10/2020 13:00,10/23/2020,2900,2367848,1048,68,801849,39659,841508,383649,,841508,2.090058882,,2.090058882,0.103373135,0.162024336,
24/10/2020 13:00,10/24/2020,4800,2372648,332,40,1009387,58636,1068023,461094,,1068023,2.189113283,,2.189113283,0.127167129,0.194337297,
25/10/2020 13:00,10/25/2020,4000,2376648,383,32,884237,37024,921261,414126,,921261,2.135188324,,2.135188324,0.089402742,0.174247932,
26/10/2020 13:00,10/26/2020,2300,2378948,224,25,716925,28827,745752,356442,,745752,2.011337048,,2.011337048,0.080874308,0.149831774,
27/10/2020 13:00,10/27/2020,2800,2381748,919,86,781462,29977,811439,391955,,811439,1.993754385,,1.993754385,0.076480718,0.164566109,
28/10/2020 13:00,10/28/2020,1400,2383148,873,63,833965,30477,864442,407609,,864442,2.045992606,,2.045992606,0.074770184,0.171038056,
29/10/2020 13:00,10/29/2020,900,2384048,342,23,821185,28710,849895,399927,,849895,2.053337234,,2.053337234,0.071788101,0.167751237,
30/10/2020 13:00,10/30/2020,1100,2385148,2028,79,831652,29957,861609,399422,,861609,2.08213869,,2.08213869,0.075000876,0.167462145,
31/10/2020 13:00,10/31/2020,700,2385848,396,19,789574,26668,816242,379339,,816242,2.081446938,,2.081446938,0.070301235,0.15899546,
1/11/2020 13:00,11/1/2020,1000,2386848,678,31,620463,23179,643642,318968,,643642,1.94522021,,1.94522021,0.072668732,0.133635657,
2/11/2020 13:00,11/2/2020,900,2387748,886,81,652270,22366,674636,338274,,674636,1.928229778,,1.928229778,0.066117999,0.141670729,
3/11/2020 13:00,11/3/2020,1200,2388948,864,89,705355,28309,733664,356540,,733664,1.978333427,,1.978333427,0.079399226,0.149245609,
4/11/2020 13:00,11/4/2020,1900,2390848,1144,76,786473,32340,818813,388506,,818813,2.024352262,,2.024352262,0.083241958,0.162497156,
5/11/2020 13:00,11/5/2020,1825,2392673,304,24,779356,30253,809609,388082,,809609,2.008225066,,2.008225066,0.077955174,0.162196004,
6/11/2020 13:00,11/6/2020,1075,2393748,1635,101,791573,27544,819117,387718,,819117,2.041620456,,2.041620456,0.071041324,0.161971101,
7/11/2020 13:00,11/7/2020,800,2394548,187,15,821190,29611,850801,388484,,850801,2.11383223,,2.11383223,0.076221929,0.162236881,
8/11/2020 13:00,11/8/2020,1100,2395648,295,24,683648,24851,708499,337631,,708499,2.024837767,,2.024837767,0.073604023,0.140935146,
9/11/2020 13:00,11/9/2020,2400,2398048,916,79,732375,34132,766507,369357,,766507,1.982837742,,1.982837742,0.092409241,0.154024023,
10/11/2020 13:00,11/10/2020,1711,2399759,1183,72,785736,30907,816643,389794,,816643,2.015772434,,2.015772434,0.0792906,0.162430477,
11/11/2020 13:00,11/11/2020,1051,2400810,832,49,800542,27638,828180,392149,,828180,2.041423031,,2.041423031,0.070478313,0.163340289,
12/11/2020 13:00,11/12/2020,1138,2401948,931,52,816831,27320,844151,394755,,844151,2.069210016,,2.069210016,0.069207483,0.164347854,
13/11/2020 13:00,11/13/2020,6100,2408048,1654,136,1055822,58012,1113834,488294,,1113834,2.162266995,,2.162266995,0.118805474,0.202775858,
14/11/2020 13:00,11/14/2020,2700,2410748,367,34,1189513,47391,1236904,523378,,1236904,2.272760796,,2.272760796,0.090548323,0.217101912,
15/11/2020 13:00,11/15/2020,3100,2413848,352,38,1004788,34938,1039726,460816,,1039726,2.180453804,,2.180453804,0.07581768,0.190905144,
16/11/2020 13:00,11/16/2020,3200,2417048,1149,103,978754,33658,1012412,469411,,1012412,2.085068309,,2.085068309,0.071702623,0.19420839,
17/11/2020 13:00,11/17/2020,2800,2419848,1078,92,1019933,34304,1054237,482552,,1054237,2.113622988,,2.113622988,0.071088712,0.199414178,
